,trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,maturity,strike,combo_trade_id,combo_id,block_trade_id,liquidation,date,time_to_maturity,days_to_maturity,minutes_to_maturity,time_to_maturity_year
6894,5991,302477453,2024-05-21 18:12:05.338,3,0.08,0.07970731,58.41,BTC-28JUN24-70000-C,69751.17,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:54.662000,37,53627.9,0.10203177321156774
6895,5989,302477451,2024-05-21 18:12:05.333,3,0.08,0.07970731,58.41,BTC-28JUN24-70000-C,69751.17,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:54.667000,37,53627.9,0.10203177321156774
6896,5990,302477452,2024-05-21 18:12:05.333,3,0.08,0.07970731,58.41,BTC-28JUN24-70000-C,69751.17,buy,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:54.667000,37,53627.9,0.10203177321156774
6901,5988,302477376,2024-05-21 18:11:11.448,3,0.08,0.07987732,58.27,BTC-28JUN24-70000-C,69776.02,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:48:48.552000,37,53628.8,0.10203348554033487
6902,5987,302477375,2024-05-21 18:11:11.448,3,0.08,0.07987732,58.27,BTC-28JUN24-70000-C,69776.02,sell,1.4,1.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:48:48.552000,37,53628.8,0.10203348554033487
6903,5986,302477374,2024-05-21 18:11:11.433,3,0.08,0.07987732,58.27,BTC-28JUN24-70000-C,69776.02,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:48:48.567000,37,53628.8,0.10203348554033487
6904,5985,302477373,2024-05-21 18:11:11.430,3,0.08,0.07987732,58.27,BTC-28JUN24-70000-C,69776.02,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:48:48.570000,37,53628.8,0.10203348554033487
6905,5984,302477371,2024-05-21 18:11:11.285,3,0.08,0.07987732,58.27,BTC-28JUN24-70000-C,69776.02,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:48:48.715000,37,53628.8,0.10203348554033487
6908,5983,302477302,2024-05-21 18:10:27.178,3,0.08,0.07980762,58.24,BTC-28JUN24-70000-C,69783.45,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:49:32.822000,37,53629.53333333333,0.10203488077118214
6909,5982,302477298,2024-05-21 18:10:24.058,3,0.08,0.07980921,58.22,BTC-28JUN24-70000-C,69792.81,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:49:35.942000,37,53629.583333333336,0.1020349759005581
6910,5981,302477295,2024-05-21 18:10:21.476,3,0.08,0.08012355,57.95,BTC-28JUN24-70000-C,69809.66,sell,4.1,4.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:49:38.524000,37,53629.63333333333,0.10203507102993405
6911,5980,302477291,2024-05-21 18:10:20.837,2,0.08,0.0801323,57.95,BTC-28JUN24-70000-C,69809.17,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:49:39.163000,37,53629.65,0.10203510273972603
6928,5979,302476903,2024-05-21 18:05:53.467,1,0.0805,0.08042021,58.12,BTC-28JUN24-70000-C,69876.68,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:06.533000,37,53634.1,0.10204356925418569
6929,5978,302476901,2024-05-21 18:05:53.182,1,0.0805,0.08042021,58.11,BTC-28JUN24-70000-C,69876.68,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:06.818000,37,53634.1,0.10204356925418569
6930,5977,302476898,2024-05-21 18:05:50.725,1,0.0805,0.08049978,58.09,BTC-28JUN24-70000-C,69881.3,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:09.275000,37,53634.15,0.10204366438356165
6937,5976,302476890,2024-05-21 18:05:50.253,1,0.0805,0.08049978,58.09,BTC-28JUN24-70000-C,69881.3,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:09.747000,37,53634.15,0.10204366438356165
6938,5975,302476886,2024-05-21 18:05:49.116,1,0.0805,0.08050897,58.03,BTC-28JUN24-70000-C,69886.02,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:10.884000,37,53634.166666666664,0.10204369609335362
6939,5974,302476852,2024-05-21 18:05:24.637,1,0.0805,0.08054549,57.99,BTC-28JUN24-70000-C,69898.4,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:35.363000,37,53634.583333333336,0.10204448883815323
6940,5973,302476846,2024-05-21 18:05:18.455,1,0.0805,0.08055051,57.96,BTC-28JUN24-70000-C,69903.82,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:54:41.545000,37,53634.683333333334,0.10204467909690512
6944,5972,302476731,2024-05-21 18:03:09.544,1,0.0805,0.08006056,58.09,BTC-28JUN24-70000-C,69885.44,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:56:50.456000,37,53636.833333333336,0.10204876966007104
6945,5970,302476727,2024-05-21 18:03:05.488,0,0.0805,0.08004955,58.1,BTC-28JUN24-70000-C,69884.17,buy,4.2,4.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:56:54.512000,37,53636.9,0.10204889649923897
6946,5971,302476728,2024-05-21 18:03:05.488,1,0.0805,0.08004955,58.1,BTC-28JUN24-70000-C,69884.17,buy,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:56:54.512000,37,53636.9,0.10204889649923897
6953,5969,302476616,2024-05-21 18:00:58.039,0,0.08,0.07973284,57.83,BTC-28JUN24-70000-C,69860.12,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:59:01.961000,37,53639.01666666667,0.10205292364282091
6988,5968,302474738,2024-05-21 17:38:46.329,3,0.079,0.07910173,57.64,BTC-28JUN24-70000-C,69726.22,buy,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:21:13.671000,37,53661.21666666667,0.10209516108574328
6989,5967,302474735,2024-05-21 17:38:45.996,3,0.079,0.07910173,57.64,BTC-28JUN24-70000-C,69726.22,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:21:14.004000,37,53661.23333333333,0.10209519279553525
6990,5966,302474706,2024-05-21 17:38:27.793,2,0.079,0.07891479,57.81,BTC-28JUN24-70000-C,69704.59,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:21:32.207000,37,53661.53333333333,0.10209576357179097
7022,5965,302473550,2024-05-21 17:29:38.803,1,0.0795,0.07954037,57.7,BTC-28JUN24-70000-C,69798.8,buy,16.9,16.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:30:21.197000,37,53670.35,0.10211253805175038
7023,5964,302473549,2024-05-21 17:29:38.788,1,0.0795,0.07954037,57.7,BTC-28JUN24-70000-C,69798.8,buy,5.0,5.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:30:21.212000,37,53670.35,0.10211253805175038
7024,5963,302473548,2024-05-21 17:29:38.784,1,0.0795,0.07954037,57.7,BTC-28JUN24-70000-C,69798.8,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:30:21.216000,37,53670.35,0.10211253805175038
7025,5962,302473535,2024-05-21 17:29:36.944,1,0.0795,0.07954722,57.72,BTC-28JUN24-70000-C,69792.9,buy,1.5,1.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:30:23.056000,37,53670.38333333333,0.10211260147133434
7029,5961,302473509,2024-05-21 17:29:03.617,0,0.0795,0.07933035,57.89,BTC-28JUN24-70000-C,69768.48,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:30:56.383000,37,53670.933333333334,0.10211364789446982
7037,5960,302473199,2024-05-21 17:25:48.476,1,0.079,0.07900119,57.73,BTC-28JUN24-70000-C,69726.18,buy,8.4,8.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:34:11.524000,37,53674.183333333334,0.10211983130390664
7049,5959,302472436,2024-05-21 17:20:37.887,1,0.079,0.07902627,57.63,BTC-28JUN24-70000-C,69725.2,buy,12.9,12.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:39:22.113000,37,53679.36666666667,0.1021296930492136
7109,5958,302467394,2024-05-21 17:01:17.912,0,0.079,0.07879982,58.15,BTC-28JUN24-70000-C,69608.08,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:58:42.088000,37,53698.7,0.10216647640791476
7115,5957,302467207,2024-05-21 17:00:44.636,2,0.0785,0.07849788,57.96,BTC-28JUN24-70000-C,69574.77,buy,10.0,10.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:59:15.364000,37,53699.25,0.10216752283105023
7123,5956,302466845,2024-05-21 17:00:03.237,2,0.079,0.07898013,58.1,BTC-28JUN24-70000-C,69637.72,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 06:59:56.763000,37,53699.933333333334,0.10216882293252157
7129,5955,302466553,2024-05-21 16:58:55.608,3,0.0795,0.07957514,58.01,BTC-28JUN24-70000-C,69709.56,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:01:04.392000,37,53701.066666666666,0.10217097919837646
7131,5954,302466478,2024-05-21 16:58:17.980,2,0.0795,0.07960876,58.01,BTC-28JUN24-70000-C,69717.83,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:01:42.020000,37,53701.7,0.10217218417047183
7158,5953,302466287,2024-05-21 16:56:49.134,3,0.08,0.08013664,58.01,BTC-28JUN24-70000-C,69780.44,buy,1.3,1.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:03:10.866000,37,53703.166666666664,0.1021749746321664
7159,5952,302466286,2024-05-21 16:56:48.810,2,0.08,0.08013664,58.0,BTC-28JUN24-70000-C,69780.33,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:03:11.190000,37,53703.183333333334,0.1021750063419584
7163,5951,302466143,2024-05-21 16:54:31.157,1,0.0805,0.08048615,58.14,BTC-28JUN24-70000-C,69822.03,buy,1.1,1.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:05:28.843000,37,53705.46666666667,0.10217935058346017
7166,5950,302466139,2024-05-21 16:54:21.093,1,0.0805,0.08037711,58.17,BTC-28JUN24-70000-C,69824.22,buy,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:05:38.907000,37,53705.63333333333,0.10217966768138001
7167,5949,302466137,2024-05-21 16:54:20.506,0,0.0805,0.08037711,58.17,BTC-28JUN24-70000-C,69819.26,buy,1.5,1.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:05:39.494000,37,53705.65,0.102179699391172
7232,5948,302464857,2024-05-21 16:42:06.679,2,0.08,0.07988049,58.38,BTC-28JUN24-70000-C,69723.96,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 07:17:53.321000,37,53717.88333333333,0.10220297437848808
7546,5947,302453608,2024-05-21 15:50:27.806,2,0.0815,0.08177065,58.56,BTC-28JUN24-70000-C,69900.49,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:09:32.194000,37,53769.53333333333,0.10230124302384576
7584,5946,302451403,2024-05-21 15:40:00.016,2,0.083,0.08297604,58.84,BTC-28JUN24-70000-C,70068.72,buy,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:19:59.984000,37,53779.98333333333,0.10232112506341957
7651,5945,302449331,2024-05-21 15:18:05.236,3,0.0845,0.08453471,59.06,BTC-28JUN24-70000-C,70239.86,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:41:54.764000,37,53801.9,0.10236282343987824
7685,5944,302448335,2024-05-21 15:08:13.417,2,0.0845,0.08426988,59.38,BTC-28JUN24-70000-C,70185.96,buy,4.0,4.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:51:46.583000,37,53811.76666666667,0.10238159563673263
7692,5943,302447768,2024-05-21 15:04:10.630,3,0.085,0.08556004,59.03,BTC-28JUN24-70000-C,70305.11,buy,2.2,2.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:55:49.370000,37,53815.816666666666,0.10238930111618468
7693,5942,302447767,2024-05-21 15:04:10.620,3,0.085,0.08556004,59.03,BTC-28JUN24-70000-C,70305.11,buy,4.0,4.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:55:49.380000,37,53815.816666666666,0.10238930111618468
7694,5941,302447766,2024-05-21 15:04:10.597,3,0.085,0.08556004,59.03,BTC-28JUN24-70000-C,70305.11,buy,2.1,2.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:55:49.403000,37,53815.816666666666,0.10238930111618468
7695,5939,302447764,2024-05-21 15:04:10.583,2,0.085,0.08556004,59.03,BTC-28JUN24-70000-C,70305.11,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:55:49.417000,37,53815.816666666666,0.10238930111618468
7696,5940,302447765,2024-05-21 15:04:10.583,3,0.085,0.08556004,59.03,BTC-28JUN24-70000-C,70305.11,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 08:55:49.417000,37,53815.816666666666,0.10238930111618468
7750,5938,302445351,2024-05-21 14:51:33.467,3,0.087,0.08737712,59.96,BTC-28JUN24-70000-C,70427.03,buy,0.9,0.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:08:26.533000,37,53828.433333333334,0.10241330542871639
7757,5937,302445067,2024-05-21 14:49:31.334,2,0.087,0.08815063,59.62,BTC-28JUN24-70000-C,70480.13,sell,25.0,25.0,2024-06-28 00:00:00,7000.0,,,141593.0,,2024-05-21,37 days 09:10:28.666000,37,53830.46666666667,0.10241717402333841
7768,5936,302444310,2024-05-21 14:45:57.780,2,0.0871,0.08796359,59.84,BTC-28JUN24-70000-C,70458.73,sell,25.0,25.0,2024-06-28 00:00:00,7000.0,,,141592.0,,2024-05-21,37 days 09:14:02.220000,37,53834.03333333333,0.10242395991882293
7775,5935,302443364,2024-05-21 14:42:27.673,2,0.0884,0.08896514,60.2,BTC-28JUN24-70000-C,70585.01,sell,50.0,50.0,2024-06-28 00:00:00,7000.0,,,141590.0,,2024-05-21,37 days 09:17:32.327000,37,53837.53333333333,0.10243061897513953
7789,5934,302442950,2024-05-21 14:40:17.805,1,0.09,0.08953216,61.09,BTC-28JUN24-70000-C,70646.15,sell,9.1,9.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:19:42.195000,37,53839.7,0.10243474124809741
7796,5933,302442851,2024-05-21 14:39:23.671,0,0.09,0.08963624,60.89,BTC-28JUN24-70000-C,70688.18,sell,0.9,0.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:20:36.329000,37,53840.6,0.10243645357686454
7903,5932,302439992,2024-05-21 14:28:28.496,3,0.088,0.08786033,60.88,BTC-28JUN24-70000-C,70364.88,sell,9.3,9.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:31:31.504000,37,53851.51666666667,0.10245722349061391
7905,5931,302439980,2024-05-21 14:28:27.971,2,0.088,0.08787214,60.84,BTC-28JUN24-70000-C,70389.01,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:31:32.029000,37,53851.53333333333,0.10245725520040588
7907,5930,302439583,2024-05-21 14:28:02.042,3,0.0885,0.08835271,60.87,BTC-28JUN24-70000-C,70452.4,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:31:57.958000,37,53851.95,0.10245804794520548
7908,5929,302439580,2024-05-21 14:28:01.996,2,0.0885,0.08835271,60.87,BTC-28JUN24-70000-C,70452.4,sell,9.3,9.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:31:58.004000,37,53851.96666666667,0.10245807965499747
7914,5928,302439341,2024-05-21 14:27:10.806,3,0.089,0.08853534,60.92,BTC-28JUN24-70000-C,70535.87,sell,1.7,1.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:32:49.194000,37,53852.816666666666,0.10245969685438863
7915,5927,302439335,2024-05-21 14:27:08.835,3,0.089,0.08852602,60.92,BTC-28JUN24-70000-C,70537.13,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:32:51.165000,37,53852.85,0.1024597602739726
7916,5926,302439331,2024-05-21 14:27:06.582,3,0.089,0.0886685,60.82,BTC-28JUN24-70000-C,70536.22,sell,4.0,4.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:32:53.418000,37,53852.88333333333,0.10245982369355656
7919,5925,302439310,2024-05-21 14:27:05.661,2,0.089,0.08871265,60.81,BTC-28JUN24-70000-C,70554.66,sell,4.2,4.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:32:54.339000,37,53852.9,0.10245985540334855
7927,5924,302439149,2024-05-21 14:26:08.623,1,0.0895,0.0891082,60.84,BTC-28JUN24-70000-C,70610.87,sell,8.3,8.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:33:51.377000,37,53853.85,0.10246166286149162
7929,5923,302439137,2024-05-21 14:26:00.057,1,0.0895,0.0890472,60.86,BTC-28JUN24-70000-C,70605.59,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:33:59.943000,37,53853.98333333333,0.10246191653982749
7931,5922,302439134,2024-05-21 14:25:57.160,1,0.0895,0.0891339,60.84,BTC-28JUN24-70000-C,70604.68,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:34:02.840000,37,53854.03333333333,0.10246201166920345
7932,5921,302439133,2024-05-21 14:25:56.938,1,0.0895,0.08914129,60.84,BTC-28JUN24-70000-C,70609.21,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:34:03.062000,37,53854.05,0.10246204337899543
7933,5920,302439126,2024-05-21 14:25:53.980,1,0.0895,0.08918048,60.77,BTC-28JUN24-70000-C,70620.87,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:34:06.020000,37,53854.1,0.10246213850837138
7961,5919,302438470,2024-05-21 14:20:31.936,1,0.0895,0.08920462,60.67,BTC-28JUN24-70000-C,70632.75,sell,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:39:28.064000,37,53859.46666666667,0.10247234906139016
7962,5918,302438469,2024-05-21 14:20:31.905,1,0.0895,0.08920462,60.67,BTC-28JUN24-70000-C,70632.75,sell,10.0,10.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:39:28.095000,37,53859.46666666667,0.10247234906139016
7963,5917,302438468,2024-05-21 14:20:31.904,1,0.0895,0.08920462,60.67,BTC-28JUN24-70000-C,70632.75,sell,4.0,4.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:39:28.096000,37,53859.46666666667,0.10247234906139016
7964,5916,302438467,2024-05-21 14:20:31.654,0,0.0895,0.08920764,60.67,BTC-28JUN24-70000-C,70641.78,sell,1.5,1.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:39:28.346000,37,53859.46666666667,0.10247234906139016
8088,5915,302435791,2024-05-21 14:03:34.743,3,0.089,0.0890374,60.53,BTC-28JUN24-70000-C,70611.32,sell,12.7,12.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:56:25.257000,37,53876.416666666664,0.10250459791983764
8093,5914,302435734,2024-05-21 14:03:03.073,3,0.089,0.08876238,60.69,BTC-28JUN24-70000-C,70589.55,buy,12.5,12.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 09:56:56.927000,37,53876.933333333334,0.10250558092338914
8109,5913,302435025,2024-05-21 13:58:02.168,3,0.089,0.08869933,60.74,BTC-28JUN24-70000-C,70562.77,sell,5.3,5.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:01:57.832000,37,53881.95,0.10251512557077624
8110,5912,302434993,2024-05-21 13:58:01.537,3,0.089,0.08869933,60.71,BTC-28JUN24-70000-C,70576.54,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:01:58.463000,37,53881.96666666667,0.10251515728056824
8112,5911,302434958,2024-05-21 13:57:45.558,3,0.089,0.08867931,60.7,BTC-28JUN24-70000-C,70582.83,buy,4.0,4.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:02:14.442000,37,53882.23333333333,0.10251566463723998
8147,5910,302433329,2024-05-21 13:51:25.531,3,0.089,0.08845081,60.79,BTC-28JUN24-70000-C,70553.19,sell,1.5,1.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:08:34.469000,37,53888.566666666666,0.10252771435819381
8148,5909,302433328,2024-05-21 13:51:25.445,3,0.089,0.08845081,60.79,BTC-28JUN24-70000-C,70553.19,sell,9.5,9.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:08:34.555000,37,53888.566666666666,0.10252771435819381
8149,5908,302433297,2024-05-21 13:51:23.066,2,0.089,0.08850808,60.71,BTC-28JUN24-70000-C,70609.85,sell,4.0,4.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:08:36.934000,37,53888.6,0.10252777777777777
8173,5907,302432079,2024-05-21 13:50:43.910,3,0.0905,0.09026132,60.58,BTC-28JUN24-70000-C,70819.38,sell,8.3,8.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:16.090000,37,53889.26666666667,0.10252904616945714
8174,5906,302432069,2024-05-21 13:50:43.180,3,0.0905,0.09023107,60.58,BTC-28JUN24-70000-C,70819.38,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:16.820000,37,53889.26666666667,0.10252904616945714
8175,5905,302432059,2024-05-21 13:50:42.606,2,0.0905,0.09018068,60.6,BTC-28JUN24-70000-C,70850.92,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:17.394000,37,53889.28333333333,0.10252907787924911
8185,5904,302431727,2024-05-21 13:50:23.017,3,0.091,0.09106649,60.07,BTC-28JUN24-70000-C,70890.41,sell,3.8,3.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:36.983000,37,53889.6,0.1025296803652968
8186,5903,302431725,2024-05-21 13:50:22.875,3,0.091,0.09106649,60.07,BTC-28JUN24-70000-C,70890.41,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:37.125000,37,53889.61666666667,0.10252971207508879
8187,5902,302431720,2024-05-21 13:50:22.827,3,0.091,0.09106649,60.07,BTC-28JUN24-70000-C,70890.41,sell,2.5,2.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:37.173000,37,53889.61666666667,0.10252971207508879
8188,5901,302431705,2024-05-21 13:50:22.215,3,0.091,0.09139762,60.32,BTC-28JUN24-70000-C,70898.3,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:37.785000,37,53889.61666666667,0.10252971207508879
8189,5900,302431691,2024-05-21 13:50:20.925,3,0.091,0.09123506,60.05,BTC-28JUN24-70000-C,70896.41,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:39.075000,37,53889.65,0.10252977549467276
8190,5899,302431685,2024-05-21 13:50:20.630,3,0.091,0.09123506,60.66,BTC-28JUN24-70000-C,70896.17,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:39.370000,37,53889.65,0.10252977549467276
8191,5898,302431682,2024-05-21 13:50:20.270,3,0.091,0.09141179,60.66,BTC-28JUN24-70000-C,70896.17,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:39.730000,37,53889.65,0.10252977549467276
8193,5897,302431673,2024-05-21 13:50:19.499,3,0.091,0.09124489,60.04,BTC-28JUN24-70000-C,70906.97,sell,1.4,1.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:40.501000,37,53889.666666666664,0.10252980720446474
8196,5896,302431659,2024-05-21 13:50:19.188,3,0.091,0.09124489,60.04,BTC-28JUN24-70000-C,70906.97,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:40.812000,37,53889.666666666664,0.10252980720446474
8200,5895,302431633,2024-05-21 13:50:17.972,2,0.091,0.09142114,60.18,BTC-28JUN24-70000-C,70926.43,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:42.028000,37,53889.7,0.1025298706240487
8206,5894,302431530,2024-05-21 13:50:11.444,2,0.0915,0.09144908,60.42,BTC-28JUN24-70000-C,71006.41,sell,3.5,3.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:48.556000,37,53889.8,0.10253006088280062
8208,5893,302431469,2024-05-21 13:50:00.122,1,0.092,0.09188129,60.47,BTC-28JUN24-70000-C,71061.89,sell,1.9,1.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:59.878000,37,53889.98333333333,0.10253040969051243
8209,5892,302431468,2024-05-21 13:50:00.091,1,0.092,0.09188129,60.47,BTC-28JUN24-70000-C,71061.89,sell,3.9,3.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:09:59.909000,37,53889.98333333333,0.10253040969051243
8210,5891,302431464,2024-05-21 13:49:59.429,1,0.092,0.09188702,60.47,BTC-28JUN24-70000-C,71066.1,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:10:00.571000,37,53890.0,0.10253044140030441
8211,5890,302431457,2024-05-21 13:49:58.126,1,0.092,0.09189009,60.46,BTC-28JUN24-70000-C,71066.94,sell,3.9,3.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:10:01.874000,37,53890.01666666667,0.1025304731100964
8212,5889,302431438,2024-05-21 13:49:53.378,0,0.092,0.09187732,60.46,BTC-28JUN24-70000-C,71067.59,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:10:06.622000,37,53890.1,0.10253063165905632
8267,5888,302428680,2024-05-21 13:38:09.376,1,0.0915,0.09119317,60.96,BTC-28JUN24-70000-C,70889.43,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 10:21:50.624000,37,53901.833333333336,0.1025529553526129
